Experiment,Study,Species A,Species B,species_pair,Fraction inoculum,Training environment,Testing environment,Testing community,AinA mean,AinA se,AinA N,AinB mean,AinB se,AinB N,BinB mean,BinB se,BinB N,BinA mean,BinA se,BinA N,AinR mean,AinR se,AinR N,BinR mean,BinR se,BinR N,author,year,who_entered,study_control_type,control_type,Study_sterilization_method
154,507,acacia_spathulifolia,gompholobium_tomentosum,acacia_spathulifolia_gompholobium_tomentosum,0.07,Field,Lab,Individual,24.49033,1.25801,6,24.76233,2.86205,6,3.233,1.070744,6,6.341167,1.543633,6,6.421333333,0.495458032,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,acacia_spathulifolia,melaleuca_systena,acacia_spathulifolia_melaleuca_systena,0.07,Field,Lab,Individual,24.49033,1.25801,6,25.917,3.53088,6,5.926,1.403103,6,4.342167,0.985383,6,6.421333333,0.495458032,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,banksia_leptophylla,calothamnus_quadrifidus,banksia_leptophylla_calothamnus_quadrifidus,0.07,Field,Lab,Individual,20.77567,2.37927,6,20.50283,3.96421,6,10.2305,1.32874,6,9.282667,0.640947,6,22.83244667,1.047692653,6,11.1106955,0.630171935,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,banksia_leptophylla,gompholobium_tomentosum,banksia_leptophylla_gompholobium_tomentosum,0.07,Field,Lab,Individual,20.77567,2.37927,6,22.23383,1.49008,6,3.233,1.070744,6,6.1335,1.21102,6,22.83244667,1.047692653,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,banksia_leptophylla,melaleuca_systena,banksia_leptophylla_melaleuca_systena,0.07,Field,Lab,Individual,20.77567,2.37927,6,19.48833,1.22969,6,5.926,1.403103,6,6.670833,1.495598,6,22.83244667,1.047692653,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,calothamnus_quadrifidus,gompholobium_tomentosum,calothamnus_quadrifidus_gompholobium_tomentosum,0.07,Field,Lab,Individual,10.2305,1.32874,6,8.2455,1.522938,6,3.233,1.070744,6,3.100167,0.869469,6,11.1106955,0.630171935,6,3.08125,0.397793398,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,calothamnus_quadrifidus,melaleuca_systena,calothamnus_quadrifidus_melaleuca_systena,0.07,Field,Lab,Individual,10.2305,1.32874,6,10.0565,0.98181,6,5.926,1.403103,6,6.199333,1.065289,6,11.1106955,0.630171935,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
154,507,gompholobium_tomentosum,melaleuca_systena,gompholobium_tomentosum_melaleuca_systena,0.07,Field,Lab,Individual,3.233,1.070744,6,5.762833,1.540147,6,5.926,1.403103,6,4.553167,0.762995,6,3.08125,0.397793398,6,7.961694333,0.354047008,6,Png et al.,2018,xinyi,CS,CS,gamma irradiation
156,546,avena_barbata,rytidosperma_caespitosum,avena_barbata_rytidosperma_caespitosum,0.003,Field,Lab,Individual,0.188461538,0.034615385,10,0.230769231,0.019230769,10,0.103846154,0.015384615,10,0.042307692,0.007692308,10,0.265384615,0.018142271,2,0.067307692,0.008600261,2,Ba et al,2018,gaurav,CS,CS,autoclaving
157,556,centaurea_jacea,anthoxanthum_odoratum,centaurea_jacea_anthoxanthum_odoratum,1,Field,Lab,Population,0.233,0.019,5,0.263,0.013,5,0.285,0.018,5,0.291,0.035,5,0.439,0.026504717,2,0.661,0.03471311,2,Xue et al,2018,gaurav,CS,CS,gamma irradiation
158,556,centaurea_jacea,anthoxanthum_odoratum,centaurea_jacea_anthoxanthum_odoratum,1,Field,Lab,Population,0.123,0.007,5,0.144,0.009,5,0.161,0.017,5,0.178,0.015,5,0.3805,0.012619429,2,0.4315,0.126436743,2,Xue et al,2018,gaurav,CS,CS,gamma irradiation
159,556,centaurea_jacea,anthoxanthum_odoratum,centaurea_jacea_anthoxanthum_odoratum,1,Field,Lab,Community,0.271,0.029,5,0.336,0.024,5,0.15,0.025,5,0.241,0.041,5,0.345,0.044525274,2,0.699,0.094723281,2,Xue et al,2018,gaurav,CS,CS,gamma irradiation
160,556,centaurea_jacea,anthoxanthum_odoratum,centaurea_jacea_anthoxanthum_odoratum,1,Field,Lab,Community,0.159,0.004,5,0.24,0.014,5,0.056,0.0146,5,0.125,0.022,5,0.2595,0.01767767,2,0.528,0.022627417,2,Xue et al,2018,gaurav,CS,CS,gamma irradiation
163,598,acer_saccharum,fraxinus_americana,acer_saccharum_fraxinus_americana,1,Field,Lab,Individual,3.85,0.15,2,3.8,0.4,2,3.6,0.1,2,2.95,0.05,2,3.675,0.182002747,2,4.225,0.292617498,2,Bennett & Klironomos,2018,xinyi,CS,CS,autoclaving
170,601,artemisia_absinthium,artemisia_valesiaca,artemisia_absinthium_artemisia_valesiaca,0.1,Field,Lab,Individual,2.086,0.525,4,0.753,0.311,4,1.057,0.17,4,3.784,0.782,4,6.863,1.29,4,4.688,0.996,4,Kempel et al,2018,gaurav,GS,GS,autoclaving
170,601,bromus_erectus,cleistogenes_serotina,bromus_erectus_cleistogenes_serotina,0.1,Field,Lab,Individual,4.742,0.823,4,0.755,0.228,4,0.238,0.143,4,6.274,0.456,4,10.411,2.422,4,2.981,0.293,4,Kempel et al,2018,gaurav,GS,GS,autoclaving
170,601,trifolium_fragiferum,trifolium_repens,trifolium_fragiferum_trifolium_repens,0.1,Field,Lab,Individual,3.971,1.012,4,7.196,1.911,3,12.364,0.906,4,3.799,1.15,4,7.316,0.501,4,7.678,2.322,4,Kempel et al,2018,gaurav,GS,GS,autoclaving
166,654,Senna occidentalis,Senna tora,Senna occidentalis_Senna tora,0.5,Lab,Lab,Individual,2.563945,0.567026,7,2.613251,0.394453,7,2.711864,0.29584,8,2.958398,0.443759,8,4.7087825,0.612375626,2,5.460709,0.382920648,2,Tang et al,2020,xinyi,CS,CS,gamma irradiation
166,654,Malvastrum coromandelianum,Urena lobata,Malvastrum coromandelianum_Urena lobata,0.5,Lab,Lab,Individual,4.634823,0.986132,4,5.892142,1.010786,4,5.226502,0.788906,5,4.979969,0.345147,5,6.1263485,1.156408195,2,7.137134,0.565550223,2,Tang et al,2020,xinyi,CS,CS,gamma irradiation
166,654,Physalis angulata,Solanum nigrum,Physalis angulata_Solanum nigrum,0.5,Lab,Lab,Individual,8.677966,0.542373,7,8.875193,0.887519,6,8.357473,0.493066,8,10.18182,1.06009,7,11.09399,0.687867762,2,10.4283495,0.771971184,2,Tang et al,2020,xinyi,CS,CS,gamma irradiation
165,657,lithraea_molleoides,ligustrum_lucidum,lithraea_molleoides_ligustrum_lucidum,0.044,Field,Lab,Individual,0.366,0.0656,11,0.227,0.0379,11,0.507,0.0728,12,0.854,0.081,12,0.371,0.040350124,2,0.7255,0.072000278,2,Borda et al,2021,gaurav,CS,CS,autoclaving
167,683,acacia_salicina,acacia_stenophylla,acacia_salicina_acacia_stenophylla,0.25,Field,Lab,Individual,1.41,0.025,420,1.44,0.018,450,1.4,0.024,435,1.18,0.0273,435,0.773,0.069,15,0.341,0.061,15,Thrall et al,2007,gaurav,GS,GS,autoclaving
